192.0.2.20,3221226004,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.21,3221226005,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.21,3221226005,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.22,3221226006,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.23,3221226007,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.23,3221226007,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.24,3221226008,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.25,3221226009,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.26,3221226010,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.26,3221226010,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.27,3221226011,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.27,3221226011,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.28,3221226012,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.28,3221226012,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.29,3221226013,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.30,3221226014,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.30,3221226014,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.31,3221226015,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.31,3221226015,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.32,3221226016,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.32,3221226016,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.33,3221226017,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.33,3221226017,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.34,3221226018,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.35,3221226019,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.36,3221226020,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.36,3221226020,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.37,3221226021,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.38,3221226022,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.39,3221226023,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.39,3221226023,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.40,3221226024,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T19:00:12.386+0000,1517871612,386503
192.0.2.20,3221226004,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T20:00:12.386+0000,1517871612,386503
192.0.2.21,3221226005,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T20:00:12.386+0000,1517871612,386503
192.0.2.22,3221226006,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T20:00:12.386+0000,1517871612,386503
192.0.2.23,3221226007,192.0.2.1,3221225985,10219,125,80,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T20:00:12.386+0000,1517871612,386503
192.0.2.23,3221226007,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T20:00:12.386+0000,1517871612,386503
192.0.2.24,3221226008,192.0.2.1,3221225985,10219,125,443,39178,4266143625,714081742,8192,synack,1,0,1,2018-02-05T20:00:12.386+0000,1517871612,386503
